ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
9300,Exercise 11,319.05,74.75,78.15,43,Male,15,161,28.11,Snowy,4
9301,Exercise 2,340.51,60.04,80.66,46,Male,23,164,21.63,Windy,5
9302,Exercise 9,438.71,76.55,50.72,49,Male,20,141,33.41,Sunny,2
9303,Exercise 13,317.41,89.7,51.41,56,Male,31,141,30.31,Cloudy,2
9304,Exercise 12,133.25,86.21,94.35,52,Female,19,124,24.28,Windy,10
9305,Exercise 3,123.05,51.21,92.84,57,Male,54,114,27.47,Sunny,3
9306,Exercise 11,412.4,59.09,77.66,26,Female,50,160,32.57,Rainy,1
9307,Exercise 3,385.12,92.86,73.4,27,Male,38,164,20.9,Sunny,1
9308,Exercise 8,103.23,73.33,85.13,55,Male,22,135,20.99,Cloudy,4
9309,Exercise 5,240.87,91.57,51.81,61,Male,32,123,34.79,Sunny,10
9310,Exercise 3,164.54,91.63,63.09,68,Female,25,149,22.89,Windy,8
9311,Exercise 3,343.3,66.37,89.36,27,Male,31,130,19.62,Rainy,10
9312,Exercise 2,493.38,69.5,96.75,39,Male,41,165,33.39,Windy,9
9313,Exercise 6,333.0,58.97,82.09,20,Female,16,156,33.22,Snowy,1
9314,Exercise 14,110.15,71.1,73.86,32,Female,21,156,28.98,Cloudy,9
9315,Exercise 2,367.87,51.8,71.3,47,Male,35,125,30.53,Windy,6
9316,Exercise 4,126.09,95.56,52.4,32,Female,31,155,32.61,Sunny,6
9317,Exercise 4,424.13,73.92,56.03,27,Female,38,126,29.14,Snowy,5
9318,Exercise 4,171.61,93.96,94.99,68,Female,27,142,26.86,Cloudy,8
9319,Exercise 4,156.15,73.19,63.08,59,Female,31,130,27.19,Windy,7
9320,Exercise 12,143.48,98.34,69.13,46,Male,27,136,20.33,Rainy,9
9321,Exercise 9,147.31,59.33,78.68,22,Female,34,106,28.48,Sunny,7
9322,Exercise 1,368.7,97.79,70.1,38,Female,47,155,27.61,Cloudy,4
9323,Exercise 1,259.17,59.96,60.96,44,Male,23,105,33.35,Windy,4
9324,Exercise 10,294.39,80.58,97.68,49,Female,52,162,33.54,Windy,7
9325,Exercise 6,451.82,82.98,84.73,61,Female,34,177,19.88,Sunny,4
9326,Exercise 3,114.36,77.95,75.89,22,Male,32,172,25.67,Sunny,10
9327,Exercise 11,435.0,50.21,89.57,38,Male,27,153,30.36,Snowy,9
9328,Exercise 11,418.65,66.97,87.49,48,Female,33,156,26.85,Cloudy,8
9329,Exercise 9,372.7,85.53,94.43,67,Male,37,106,22.06,Sunny,8
9330,Exercise 12,133.82,67.2,61.92,26,Male,46,146,18.11,Cloudy,7
9331,Exercise 3,291.94,69.2,54.56,49,Female,46,101,28.2,Windy,5
9332,Exercise 13,482.59,83.45,73.57,58,Male,17,107,34.91,Windy,4
9333,Exercise 1,282.67,84.4,58.05,43,Male,23,166,31.54,Snowy,6
9334,Exercise 4,344.11,54.58,89.48,28,Female,16,111,28.27,Windy,5
9335,Exercise 2,449.67,75.86,78.79,54,Male,27,128,21.89,Cloudy,1
9336,Exercise 13,245.09,70.65,95.66,24,Male,37,113,31.86,Sunny,8
9337,Exercise 10,378.17,81.7,62.53,29,Female,44,124,31.56,Cloudy,9
9338,Exercise 8,458.88,56.69,66.93,52,Male,26,172,28.4,Windy,5
9339,Exercise 14,194.61,70.16,59.15,65,Female,26,174,30.54,Cloudy,1
9340,Exercise 11,391.22,75.71,81.49,66,Male,43,163,28.7,Sunny,10
9341,Exercise 8,419.63,56.75,62.27,69,Female,55,106,31.72,Cloudy,9
9342,Exercise 14,147.72,72.69,65.27,37,Female,29,108,26.1,Snowy,10
9343,Exercise 13,475.99,95.46,71.84,49,Female,45,123,25.23,Windy,10
9344,Exercise 14,110.02,91.04,66.94,63,Male,52,139,21.6,Snowy,3
9345,Exercise 7,453.51,81.43,61.44,45,Female,41,109,30.27,Sunny,3
9346,Exercise 2,378.79,71.59,78.74,28,Female,53,172,19.79,Snowy,7
9347,Exercise 9,278.51,61.24,79.34,27,Male,39,105,25.86,Sunny,5
9348,Exercise 12,188.32,53.54,72.92,50,Female,27,113,23.6,Sunny,7
9349,Exercise 12,349.94,96.41,82.32,54,Female,53,151,31.58,Rainy,10
9350,Exercise 1,307.83,80.27,88.92,38,Female,18,119,28.62,Windy,6
9351,Exercise 13,207.66,76.54,99.85,30,Female,56,104,33.25,Snowy,6
9352,Exercise 2,439.85,68.82,72.18,51,Male,30,104,26.13,Sunny,7
9353,Exercise 6,256.52,59.25,86.12,44,Male,19,143,34.12,Snowy,9
9354,Exercise 5,219.65,57.94,86.0,48,Male,32,124,27.37,Snowy,10
9355,Exercise 6,307.81,97.03,59.84,68,Male,21,146,28.99,Rainy,5
9356,Exercise 7,275.28,71.04,89.85,40,Female,38,140,27.32,Windy,4
9357,Exercise 11,398.57,78.48,86.02,38,Male,37,115,18.59,Cloudy,2
9358,Exercise 9,201.84,72.13,95.3,42,Female,41,177,30.62,Rainy,10
9359,Exercise 3,455.3,75.03,56.91,35,Male,55,168,33.81,Rainy,7
9360,Exercise 7,118.22,66.77,90.23,45,Female,32,167,28.53,Sunny,7
9361,Exercise 9,121.64,90.97,79.87,39,Female,26,149,21.55,Cloudy,5
9362,Exercise 12,343.7,52.2,88.93,35,Male,54,157,29.68,Sunny,8
9363,Exercise 4,290.74,87.54,60.12,48,Male,17,109,27.8,Rainy,6
9364,Exercise 2,387.41,57.91,83.45,19,Male,54,131,20.25,Windy,3
9365,Exercise 14,151.3,54.27,98.74,22,Male,48,130,29.32,Snowy,10
9366,Exercise 10,212.63,80.57,95.69,27,Male,44,167,29.71,Rainy,1
9367,Exercise 7,252.12,76.69,90.97,20,Male,44,175,32.44,Windy,3
9368,Exercise 1,228.55,57.56,83.74,50,Female,51,146,19.0,Windy,2
9369,Exercise 11,166.98,62.56,96.27,19,Male,47,103,23.78,Windy,1
9370,Exercise 11,347.58,92.83,77.46,62,Male,39,100,21.1,Cloudy,8
9371,Exercise 9,284.43,97.3,67.05,26,Female,50,151,26.59,Rainy,2
9372,Exercise 4,169.35,56.31,82.13,18,Male,28,164,34.88,Rainy,8
9373,Exercise 12,150.03,64.09,75.5,65,Female,24,106,18.46,Rainy,1
9374,Exercise 5,366.21,76.58,50.26,68,Female,21,170,32.74,Sunny,9
9375,Exercise 13,210.78,74.31,70.26,60,Male,38,144,30.09,Snowy,9
9376,Exercise 4,319.74,79.23,71.6,28,Female,42,103,26.9,Rainy,10
9377,Exercise 10,398.85,97.68,87.59,60,Male,17,128,24.74,Cloudy,8
9378,Exercise 14,122.25,88.84,92.14,32,Male,30,177,24.32,Windy,7
9379,Exercise 5,175.33,88.41,61.73,50,Male,36,108,33.5,Snowy,8
9380,Exercise 8,463.25,97.81,71.23,53,Female,35,146,29.68,Sunny,3
9381,Exercise 2,249.84,92.09,55.82,58,Female,49,158,33.08,Snowy,3
9382,Exercise 7,190.55,82.15,90.03,53,Female,15,126,23.59,Rainy,6
9383,Exercise 11,269.15,69.45,56.78,24,Male,49,113,22.61,Sunny,7
9384,Exercise 12,465.5,86.93,76.69,66,Male,44,104,22.45,Sunny,3
9385,Exercise 11,309.06,89.84,90.43,45,Male,54,154,31.76,Windy,10
9386,Exercise 4,196.61,54.69,51.15,66,Male,56,126,24.25,Rainy,9
9387,Exercise 14,147.47,77.53,96.31,52,Female,34,138,31.53,Snowy,9
9388,Exercise 4,432.57,56.71,82.82,28,Male,18,139,31.92,Sunny,5
9389,Exercise 13,272.27,87.64,91.26,39,Male,51,130,25.83,Rainy,5
9390,Exercise 14,166.19,99.56,58.86,67,Male,27,123,29.13,Rainy,5
9391,Exercise 6,265.83,57.27,66.83,45,Female,54,109,24.31,Rainy,2
9392,Exercise 5,336.14,80.88,68.06,56,Female,34,165,33.21,Windy,10
9393,Exercise 3,413.52,93.23,82.03,47,Male,19,139,24.06,Snowy,1
9394,Exercise 4,255.16,70.94,87.7,25,Male,22,179,18.17,Rainy,1
9395,Exercise 5,386.42,51.77,79.27,50,Male,22,162,29.67,Rainy,6
9396,Exercise 14,490.42,53.58,61.31,46,Male,38,158,27.41,Sunny,7
9397,Exercise 8,148.43,53.93,58.83,33,Female,43,136,27.37,Rainy,9
9398,Exercise 7,467.42,77.22,68.44,40,Female,24,113,23.07,Cloudy,8
9399,Exercise 11,272.42,74.81,71.13,53,Female,58,161,31.19,Snowy,1
9400,Exercise 8,129.12,98.52,73.24,28,Female,26,114,29.61,Windy,8
9401,Exercise 7,396.37,92.12,52.76,36,Male,27,100,23.99,Sunny,2
9402,Exercise 9,166.45,64.87,99.72,39,Male,48,146,30.85,Snowy,10
9403,Exercise 11,183.79,61.79,60.65,45,Male,53,122,29.98,Snowy,9
9404,Exercise 13,148.87,63.14,82.25,21,Male,16,146,24.25,Cloudy,4
9405,Exercise 8,193.54,91.19,68.12,68,Male,48,122,21.27,Windy,10
9406,Exercise 3,456.21,89.9,55.21,49,Female,58,118,31.91,Rainy,10
9407,Exercise 12,131.89,84.51,75.2,43,Male,43,107,23.15,Snowy,9
9408,Exercise 13,460.04,82.34,54.51,41,Male,21,179,20.15,Sunny,2
9409,Exercise 8,413.66,57.45,79.62,22,Male,30,167,28.9,Snowy,10
9410,Exercise 12,409.16,60.86,75.08,66,Female,21,119,32.72,Cloudy,5
9411,Exercise 13,334.46,83.87,84.19,57,Male,38,117,29.94,Rainy,10
9412,Exercise 1,191.98,86.64,85.11,41,Male,31,148,29.21,Windy,10
9413,Exercise 13,322.76,55.59,54.78,46,Female,29,116,24.03,Rainy,9
9414,Exercise 14,225.24,74.37,52.29,56,Female,44,118,22.45,Cloudy,7
9415,Exercise 13,173.51,60.46,74.47,40,Male,35,158,26.89,Rainy,10
9416,Exercise 9,210.44,75.58,96.62,58,Male,47,175,28.61,Sunny,6
9417,Exercise 9,348.72,74.25,68.59,66,Female,40,143,24.69,Rainy,3
9418,Exercise 4,143.64,75.44,88.37,47,Male,41,166,26.97,Rainy,7
9419,Exercise 5,423.81,51.16,93.51,46,Male,32,141,30.67,Windy,5
9420,Exercise 6,352.92,74.6,86.48,56,Female,35,109,22.24,Rainy,5
9421,Exercise 9,273.44,66.95,66.89,66,Female,45,135,22.77,Snowy,7
9422,Exercise 10,135.04,55.02,81.91,57,Female,53,176,21.45,Snowy,2
9423,Exercise 2,457.73,55.2,56.96,57,Female,48,150,34.0,Snowy,8
9424,Exercise 4,490.63,98.81,93.83,23,Female,44,133,31.64,Windy,4
9425,Exercise 5,141.12,68.4,56.66,53,Female,24,115,27.61,Windy,2
9426,Exercise 4,405.14,56.16,68.13,53,Female,45,102,26.68,Snowy,10
9427,Exercise 11,403.51,89.45,77.07,42,Female,40,104,20.38,Cloudy,9
9428,Exercise 2,363.39,74.94,84.27,53,Female,41,115,24.52,Rainy,7
9429,Exercise 14,233.56,88.62,72.83,52,Female,54,168,31.81,Rainy,3
9430,Exercise 10,371.58,68.89,76.02,20,Female,30,139,31.24,Windy,6
9431,Exercise 3,426.94,55.72,54.7,50,Female,58,168,20.91,Windy,3
9432,Exercise 12,297.97,73.35,96.8,67,Male,25,134,18.29,Rainy,6
9433,Exercise 6,440.58,74.57,62.8,19,Male,19,162,33.97,Cloudy,7
9434,Exercise 11,268.91,88.17,76.42,51,Male,52,100,31.9,Rainy,6
9435,Exercise 8,350.38,96.16,61.75,53,Female,25,153,33.49,Rainy,4
9436,Exercise 11,174.55,87.02,93.77,60,Male,39,136,22.78,Windy,3
9437,Exercise 3,307.93,79.37,79.06,20,Female,59,167,23.03,Rainy,7
9438,Exercise 1,127.25,52.27,78.87,63,Male,30,129,21.94,Rainy,9
9439,Exercise 9,138.58,52.7,92.91,62,Male,43,102,33.61,Sunny,4
9440,Exercise 3,188.65,83.69,86.69,22,Male,54,144,27.4,Snowy,8
9441,Exercise 11,418.48,57.07,99.42,62,Male,33,113,34.92,Cloudy,3
9442,Exercise 6,369.16,51.79,62.52,23,Male,17,174,25.15,Cloudy,5
9443,Exercise 14,115.18,98.46,57.74,19,Female,59,143,34.74,Windy,10
9444,Exercise 12,247.64,93.88,92.81,60,Male,15,177,27.43,Cloudy,7
9445,Exercise 13,301.56,70.84,98.82,51,Male,33,137,18.71,Rainy,3
9446,Exercise 10,485.85,75.15,74.84,48,Male,35,106,34.98,Rainy,10
9447,Exercise 3,260.35,60.07,89.95,32,Male,38,151,29.91,Rainy,5
9448,Exercise 5,491.12,67.9,97.41,33,Male,45,179,33.27,Cloudy,4
9449,Exercise 8,236.5,75.22,82.74,59,Male,16,117,21.79,Windy,9
9450,Exercise 5,117.3,75.6,94.51,67,Male,33,115,34.65,Snowy,8
9451,Exercise 6,456.43,62.71,94.05,24,Female,52,162,29.83,Snowy,3
9452,Exercise 5,414.08,94.47,64.84,43,Male,59,150,22.8,Windy,5
9453,Exercise 10,314.75,89.44,98.41,24,Male,25,113,31.83,Snowy,5
9454,Exercise 6,198.44,98.57,75.04,35,Female,51,108,28.96,Snowy,9
9455,Exercise 3,112.6,50.13,67.42,39,Female,56,128,22.04,Rainy,1
9456,Exercise 14,455.38,97.85,66.42,56,Male,49,153,27.61,Cloudy,7
9457,Exercise 4,111.95,87.15,67.72,24,Male,28,147,23.64,Sunny,9
9458,Exercise 10,463.78,88.24,96.53,66,Female,23,162,33.65,Sunny,3
9459,Exercise 3,209.61,89.29,69.61,44,Male,30,171,31.86,Snowy,1
9460,Exercise 2,189.91,65.5,50.88,64,Female,44,162,19.07,Rainy,1
9461,Exercise 6,393.56,61.26,87.44,58,Male,54,169,19.35,Windy,4
9462,Exercise 5,286.27,59.22,81.92,36,Male,36,104,20.59,Snowy,3
9463,Exercise 7,203.52,93.18,86.76,41,Male,16,167,33.27,Windy,10
9464,Exercise 14,186.86,68.19,71.71,60,Female,17,148,19.09,Windy,4
9465,Exercise 8,193.61,96.9,77.27,64,Male,58,145,33.12,Windy,7
9466,Exercise 5,162.99,81.72,89.49,32,Female,50,142,34.72,Windy,5
9467,Exercise 13,349.4,99.27,57.52,62,Female,21,170,20.64,Sunny,8
9468,Exercise 7,317.26,54.94,51.34,51,Female,32,166,27.95,Sunny,6
9469,Exercise 7,208.39,99.97,98.19,21,Male,41,130,21.35,Windy,9
9470,Exercise 1,311.52,76.53,58.59,32,Female,37,178,31.92,Snowy,2
9471,Exercise 5,199.67,60.61,67.4,27,Male,58,153,32.06,Cloudy,2
9472,Exercise 6,209.05,63.84,90.7,34,Male,36,122,22.01,Snowy,3
9473,Exercise 13,475.41,52.5,78.69,36,Female,23,140,31.46,Windy,2
9474,Exercise 12,218.11,79.29,55.42,50,Female,17,145,34.25,Sunny,9
9475,Exercise 14,175.96,97.74,86.48,25,Male,42,114,34.71,Windy,4
9476,Exercise 13,100.88,52.49,75.23,57,Male,24,110,20.86,Windy,8
9477,Exercise 9,367.39,98.87,83.97,61,Female,16,111,20.85,Sunny,5
9478,Exercise 3,158.59,71.27,80.42,24,Female,15,142,32.76,Sunny,2
9479,Exercise 5,428.64,82.33,84.17,50,Female,16,136,33.94,Snowy,5
9480,Exercise 10,346.87,82.62,99.65,60,Female,15,124,29.18,Snowy,10
9481,Exercise 14,385.74,89.61,76.17,50,Male,49,144,18.46,Snowy,9
9482,Exercise 10,494.62,90.98,98.67,63,Female,16,171,29.45,Cloudy,4
9483,Exercise 6,341.65,78.97,74.12,44,Male,51,116,29.92,Windy,6
9484,Exercise 12,324.67,97.31,66.67,42,Female,30,156,23.04,Windy,1
9485,Exercise 6,103.85,97.2,70.06,66,Female,24,137,23.76,Rainy,1
9486,Exercise 5,340.16,58.45,54.41,48,Female,54,163,21.21,Snowy,9
9487,Exercise 10,481.94,51.43,60.96,32,Female,48,135,25.17,Snowy,3
9488,Exercise 12,197.02,75.14,77.6,39,Male,17,142,33.29,Rainy,8
9489,Exercise 5,362.1,66.27,83.83,30,Male,43,109,24.25,Windy,9
9490,Exercise 6,269.44,55.39,81.1,44,Male,46,119,27.88,Cloudy,5
9491,Exercise 9,340.08,97.7,73.86,34,Female,40,137,26.68,Rainy,10
9492,Exercise 2,108.4,65.54,55.65,31,Female,16,163,30.38,Rainy,1
9493,Exercise 3,308.66,64.41,72.57,51,Female,34,106,31.76,Rainy,3
9494,Exercise 6,491.76,70.49,85.03,58,Male,34,112,23.63,Sunny,6
9495,Exercise 11,303.58,87.42,75.3,63,Male,16,102,27.28,Windy,4
9496,Exercise 5,319.44,93.2,80.41,69,Female,43,106,30.03,Sunny,2
9497,Exercise 1,255.63,61.94,86.85,20,Male,24,154,23.17,Cloudy,9
9498,Exercise 4,479.95,89.52,60.8,30,Female,38,134,18.47,Snowy,5
9499,Exercise 9,276.01,55.7,73.76,33,Female,41,177,26.73,Windy,9
9500,Exercise 5,150.52,62.21,89.8,33,Male,32,120,18.65,Windy,3
9501,Exercise 9,366.13,94.29,83.73,53,Female,49,120,18.88,Windy,4
9502,Exercise 6,363.81,91.74,57.78,61,Female,42,143,26.75,Sunny,2
9503,Exercise 4,168.64,92.53,68.24,18,Male,48,174,27.27,Cloudy,3
9504,Exercise 9,273.3,55.61,92.72,45,Male,46,172,29.48,Windy,4
9505,Exercise 7,187.44,78.39,64.5,67,Female,22,146,18.61,Snowy,5
9506,Exercise 8,174.16,58.28,80.98,50,Male,47,122,28.56,Snowy,7
9507,Exercise 11,454.33,79.04,52.29,47,Female,47,177,32.47,Cloudy,4
9508,Exercise 3,313.67,92.98,53.91,40,Male,51,173,29.9,Snowy,1
9509,Exercise 10,160.0,50.41,63.41,38,Male,54,146,21.96,Sunny,7
9510,Exercise 14,126.98,72.35,75.51,61,Female,25,142,21.07,Cloudy,1
9511,Exercise 7,358.13,70.67,79.59,47,Male,26,147,31.45,Windy,5
9512,Exercise 10,110.18,66.32,97.11,23,Male,44,176,26.99,Sunny,9
9513,Exercise 6,467.22,77.39,74.19,26,Male,34,150,19.12,Rainy,1
9514,Exercise 10,408.31,97.99,73.09,53,Female,56,137,18.07,Windy,9
9515,Exercise 8,104.24,70.45,57.84,49,Female,54,134,27.12,Windy,6
9516,Exercise 3,446.61,61.71,56.9,35,Male,45,151,27.67,Rainy,7
9517,Exercise 7,398.66,78.75,51.25,69,Male,43,156,29.94,Rainy,10
9518,Exercise 10,188.68,91.68,74.44,37,Male,22,174,30.31,Windy,5
9519,Exercise 8,265.86,70.0,88.55,33,Male,36,120,31.97,Cloudy,3
9520,Exercise 1,258.18,69.97,58.78,18,Male,54,116,30.69,Windy,9
9521,Exercise 8,488.86,56.16,81.21,29,Male,43,179,23.01,Windy,1
9522,Exercise 7,451.11,79.95,84.75,45,Male,39,109,30.45,Snowy,1
9523,Exercise 4,355.56,99.95,74.59,46,Male,43,153,28.04,Sunny,10
9524,Exercise 13,358.36,54.89,83.0,49,Female,18,134,31.92,Windy,6
9525,Exercise 13,231.01,95.98,55.25,18,Female,46,179,30.76,Snowy,6
9526,Exercise 7,161.61,59.54,77.6,44,Female,16,153,27.56,Rainy,8
9527,Exercise 10,301.09,93.86,67.27,26,Male,58,128,28.85,Sunny,10
9528,Exercise 4,352.08,90.77,61.01,56,Male,25,114,24.76,Cloudy,2
9529,Exercise 14,201.17,73.43,61.65,37,Male,16,162,34.35,Windy,6
9530,Exercise 6,453.97,64.1,97.8,68,Male,34,159,25.33,Sunny,3
9531,Exercise 14,354.01,93.8,66.01,42,Female,20,179,32.08,Rainy,5
9532,Exercise 8,285.77,61.29,73.88,34,Female,30,103,30.57,Cloudy,3
9533,Exercise 7,126.84,88.71,77.37,35,Male,57,130,19.19,Snowy,3
9534,Exercise 9,289.75,61.49,50.41,57,Male,52,156,32.26,Rainy,2
9535,Exercise 1,327.42,72.54,62.86,36,Female,51,127,23.2,Snowy,3
9536,Exercise 9,208.48,99.28,93.21,69,Male,54,121,30.55,Sunny,2
9537,Exercise 1,424.13,53.15,69.54,27,Female,34,145,28.66,Rainy,2
9538,Exercise 1,400.69,79.46,82.87,34,Female,22,179,28.44,Windy,2
9539,Exercise 11,226.14,53.92,71.19,27,Female,15,109,30.5,Cloudy,5
9540,Exercise 9,167.19,74.28,82.1,46,Female,24,155,27.72,Windy,4
9541,Exercise 4,316.26,82.73,77.37,65,Male,44,109,33.41,Cloudy,4
9542,Exercise 14,160.26,89.15,78.1,65,Male,34,150,19.46,Rainy,2
9543,Exercise 9,182.32,66.83,59.64,39,Female,51,161,22.63,Windy,5
9544,Exercise 3,125.04,99.36,87.81,48,Male,39,103,29.71,Sunny,7
9545,Exercise 11,373.53,96.17,95.74,23,Female,21,105,26.72,Snowy,3
9546,Exercise 11,127.08,92.35,56.84,40,Female,58,112,21.07,Sunny,9
9547,Exercise 5,368.11,85.53,90.87,40,Male,34,103,29.35,Rainy,2
9548,Exercise 9,255.78,75.3,70.31,62,Female,26,100,32.21,Rainy,1
9549,Exercise 4,319.36,93.1,53.1,40,Female,49,109,27.46,Cloudy,10
9550,Exercise 13,234.59,67.59,58.43,37,Female,22,139,24.45,Windy,8
9551,Exercise 2,216.62,86.18,71.72,50,Female,52,175,25.97,Rainy,9
9552,Exercise 8,416.72,62.01,51.44,66,Female,34,145,22.06,Sunny,8
9553,Exercise 2,478.13,51.44,52.33,66,Male,49,104,21.21,Rainy,1
9554,Exercise 14,299.43,91.42,50.61,63,Female,47,120,24.25,Windy,4
9555,Exercise 7,420.34,64.44,95.34,50,Male,58,111,34.09,Rainy,5
9556,Exercise 7,175.28,68.41,82.18,51,Male,47,174,25.76,Snowy,10
9557,Exercise 13,476.75,64.1,61.1,37,Male,48,166,33.38,Sunny,7
9558,Exercise 4,197.3,61.39,77.82,25,Female,29,117,18.95,Rainy,4
9559,Exercise 1,294.6,91.94,89.21,54,Male,49,129,22.95,Snowy,10
9560,Exercise 1,269.77,53.61,75.38,41,Female,47,108,25.05,Rainy,5
9561,Exercise 4,387.28,75.67,74.23,47,Male,20,150,27.7,Rainy,6
9562,Exercise 3,205.74,90.71,85.18,55,Male,40,176,27.9,Windy,9
9563,Exercise 14,172.28,79.44,67.18,34,Male,28,160,21.1,Rainy,8
9564,Exercise 9,256.52,98.65,81.92,64,Female,25,178,18.12,Rainy,6
9565,Exercise 4,396.33,89.14,91.25,54,Male,20,105,22.03,Sunny,4
9566,Exercise 9,486.56,88.4,98.84,27,Female,20,131,33.31,Cloudy,9
9567,Exercise 8,467.5,73.77,73.55,46,Female,16,103,20.65,Snowy,5
9568,Exercise 9,115.07,78.16,81.6,39,Male,45,149,19.16,Rainy,8
9569,Exercise 10,438.45,78.66,77.51,28,Male,24,155,29.97,Windy,5
9570,Exercise 3,189.22,77.91,63.66,39,Male,20,163,32.95,Snowy,6
9571,Exercise 3,221.12,80.4,78.32,56,Female,34,142,21.73,Sunny,4
9572,Exercise 1,474.6,61.01,98.4,66,Male,37,146,32.94,Snowy,2
9573,Exercise 13,391.0,95.43,98.32,67,Female,21,147,24.05,Snowy,7
9574,Exercise 2,121.18,83.54,87.84,37,Female,51,140,19.1,Sunny,2
9575,Exercise 5,149.22,54.85,55.58,30,Female,27,140,32.35,Snowy,8
9576,Exercise 7,461.18,99.1,68.08,68,Male,29,100,34.68,Windy,4
9577,Exercise 12,432.17,60.01,73.85,45,Female,47,137,32.71,Rainy,1
9578,Exercise 14,282.52,68.97,53.52,64,Male,31,134,30.91,Rainy,10
9579,Exercise 4,111.8,80.21,58.21,23,Female,48,170,26.47,Cloudy,2
9580,Exercise 5,239.66,97.19,83.99,56,Female,38,146,22.57,Sunny,7
9581,Exercise 7,109.87,56.33,61.59,51,Male,48,119,28.69,Cloudy,8
9582,Exercise 12,110.02,70.92,72.35,47,Male,36,162,29.61,Cloudy,1
9583,Exercise 3,209.23,76.2,91.54,26,Male,30,157,18.6,Sunny,8
9584,Exercise 1,318.51,61.92,73.03,35,Female,21,158,29.83,Snowy,2
9585,Exercise 10,219.27,55.1,86.15,53,Female,17,101,20.98,Sunny,9
9586,Exercise 4,317.44,97.41,56.81,23,Male,49,175,33.26,Cloudy,4
9587,Exercise 4,366.18,91.3,70.45,42,Male,31,162,22.44,Snowy,5
9588,Exercise 6,477.98,58.73,97.2,53,Male,49,164,24.25,Cloudy,1
9589,Exercise 11,468.9,87.85,60.62,29,Female,32,119,30.86,Windy,9
9590,Exercise 6,287.25,89.42,72.29,48,Female,15,109,18.4,Cloudy,8
9591,Exercise 5,481.0,53.32,74.59,20,Male,32,133,29.95,Rainy,3
9592,Exercise 10,419.3,77.59,63.95,32,Male,39,143,33.31,Rainy,4
9593,Exercise 8,242.6,66.3,79.96,52,Female,18,102,20.46,Windy,6
9594,Exercise 12,197.43,52.03,87.73,68,Female,55,121,19.51,Cloudy,5
9595,Exercise 14,305.1,92.57,85.59,44,Male,32,128,31.8,Cloudy,10
9596,Exercise 4,274.07,76.98,89.81,20,Male,43,119,28.59,Rainy,6
9597,Exercise 13,406.64,84.83,93.12,47,Female,52,103,22.81,Snowy,1
9598,Exercise 13,433.56,84.82,92.25,60,Female,51,169,29.63,Snowy,10
9599,Exercise 11,216.24,89.33,75.36,25,Male,35,136,33.19,Cloudy,6
9600,Exercise 6,318.86,59.89,99.37,58,Male,47,132,26.11,Sunny,10
9601,Exercise 8,286.68,82.73,92.23,45,Male,53,156,22.05,Snowy,7
9602,Exercise 4,136.04,83.56,58.98,48,Male,56,160,26.29,Cloudy,8
9603,Exercise 1,174.25,56.43,70.88,29,Male,52,144,19.92,Snowy,6
9604,Exercise 2,387.61,76.4,68.19,45,Female,15,103,22.06,Snowy,7
9605,Exercise 12,468.43,89.81,57.64,56,Male,33,103,31.72,Cloudy,8
9606,Exercise 7,404.43,61.26,53.03,51,Female,53,106,19.03,Sunny,7
9607,Exercise 10,363.42,59.73,83.69,36,Female,17,117,20.22,Windy,8
9608,Exercise 7,457.8,68.66,92.58,68,Female,56,114,22.82,Snowy,2
9609,Exercise 2,462.53,58.76,95.15,61,Male,21,136,27.0,Cloudy,1
9610,Exercise 5,492.63,78.06,68.36,67,Female,21,137,22.78,Cloudy,2
9611,Exercise 12,330.93,68.79,96.0,59,Male,33,132,23.73,Sunny,4
9612,Exercise 2,275.97,72.78,60.09,42,Male,38,105,27.37,Windy,5
9613,Exercise 7,358.18,89.59,59.06,20,Female,50,153,19.05,Cloudy,7
9614,Exercise 2,235.86,89.43,77.95,34,Male,54,107,32.9,Windy,4
9615,Exercise 3,137.32,93.26,52.49,27,Male,15,151,33.45,Sunny,8
9616,Exercise 10,133.86,83.61,94.71,68,Female,51,139,26.83,Snowy,1
9617,Exercise 12,252.53,54.47,52.28,65,Male,42,145,30.26,Rainy,7
9618,Exercise 14,266.82,59.83,53.64,66,Male,58,118,25.72,Cloudy,4
9619,Exercise 11,486.51,79.23,87.19,62,Female,33,100,20.49,Windy,7
9620,Exercise 12,400.37,74.33,91.72,40,Female,37,166,34.55,Snowy,8
9621,Exercise 2,356.06,71.77,82.07,34,Female,23,174,27.86,Windy,6
9622,Exercise 6,215.39,74.62,95.13,65,Female,30,169,19.46,Sunny,8
9623,Exercise 3,302.73,83.06,94.95,67,Female,52,164,31.09,Cloudy,7
9624,Exercise 6,224.95,96.27,55.64,21,Female,39,116,19.89,Windy,1
9625,Exercise 7,250.92,80.02,99.79,65,Female,28,175,27.86,Snowy,7
9626,Exercise 8,213.99,78.82,55.57,63,Female,54,179,27.05,Windy,5
9627,Exercise 12,211.56,57.15,74.82,42,Male,21,114,19.09,Rainy,7
9628,Exercise 3,307.78,93.5,50.08,57,Male,18,155,24.16,Rainy,4
9629,Exercise 4,351.85,98.47,82.07,60,Male,35,145,31.25,Sunny,4
9630,Exercise 14,497.48,80.62,98.55,55,Male,53,168,31.6,Cloudy,7
9631,Exercise 7,345.38,75.33,97.18,51,Female,37,153,29.06,Windy,9
